Final Exam||||In a small college in North Carolina, only a select few students are left to take mid terms. But, when a killer strikes, it could be everyone's final exam.||||1981||||movie||||R||||Horror
Four Against the Bank||||Four men, betrayed by the bank, unite to take revenge.||||2016||||movie||||N/A||||Comedy, Crime
Overdrive||||The story centers on two car thieves, brothers, who journey to the south of France for new opportunities and wind up in the cross hairs of the local crime boss. Andrew and Garrett Foster (Scott Eastwood and Freddie Thorp) are thieves who specialize in luxury cars, only the most expensive cars. They've been hired to steal a gorgeous Bugatti 1937 valued million euros, so they head to the south of France for the job. But they get caught, and Jacomo Morier (Simon Abkarian), the local crime boss who owns the Bugatti, doesn't take it lightly. In exchange for their lives the two brothers will have to steal a car from Max Klemp (Clemens Schick), Morier's arch-rival, and not any car, Morier wants them to steal Klemp's 1962 Ferrari 250 GTO, his most prized car.||||2017||||movie||||PG-13||||Action, Thriller
We Are X||||X Japan ignited a musical revolution in Japan during the late 80's with their melodic metal & flamboyant fashion. 20 years after their tragedy-fueled split, enigmatic leader Yoshiki battles physical & spiritual demons alongside Western prejudices in a final attempt to bring their music to the world.||||2016||||movie||||R||||Documentary, Music
Aardvark||||Emily Milburton is a therapist who is struggling with personal problems. Things change when she meets her new patient, Josh Norman, who is mentally ill. Josh starts to develop feelings for Emily but things get intesting when Emily falls for Josh's brother, Craig.||||2017||||movie||||PG-13||||Drama
His Brother's Blood||||N/A||||1914||||movie||||N/A||||Short, Drama
The Dinner||||A former history teacher and his wife Claire meet at a fancy restaurant with his elder brother, a prominent politician and his wife Babette. The plan is to discuss over dinner how to handle a crime committed by their teenage sons. The violent act of the two boys had been filmed by a security camera and shown on TV, but, so far, they have not been identified. The parents have to decide on what to do.||||2017||||movie||||R||||Crime, Drama, Thriller
Una||||When a young woman unexpectedly arrives at an older man's workplace, looking for answers, the secrets of the past threaten to unravel his new life. Their confrontation will uncover buried memories and unspeakable desires. It will shake them both to the core.||||2016||||movie||||R||||Drama, Romance
Good Time||||After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail.||||2017||||movie||||R||||Crime, Drama, Thriller
Hello Again||||A suburban housewife chokes to death and is brought back to life by a spell cast by her wacky sister.||||1987||||movie||||PG||||Comedy, Drama, Fantasy
Thor: Ragnarok||||Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.||||2017||||movie||||PG-13||||Action, Adventure, Comedy
Human People||||When Ethan's life seems void of meaning, he decides to volunteer at a shelter to feel better about himself. He gets way more than he expected in this comical adventure full of humans.||||2013||||movie||||N/A||||Comedy
Catfight||||In this dark, gritty, mean-spirited, but well-made comedy-drama, Veronica (Sandra Oh) is an superficial, entitled housewife dealing with her home life. Ashley (Anne Heche) is a self-obsessed, misanthropic, artist dealing with her career and her life partner Lisa (Alicia Silverstone) who wants to raise a baby. Veronica and Ashely's paths cross at a party hosted by Veronica's husband, which the two cynical woman's long-buried rivalry comes to the surface which leads to a brutal cat-fight where Veronica ends up in the hospital in a coma. After two years, Veronica emerges from her coma to learn that both her husband and teenage son are dead, and she is broke with no friends or family. On the other hand, Ashley has become a successful and wealthy artist now married to Lisa. Veronica blames Ashley for her downfall, and after another confrontation which leads to another savage cat-fight in a vacant lot, Ashley is the one to end up in a coma and is revived after two years to find her own world changed for the worse. Now, Ashley is obsessed to track down Veronica to settle the score once and for all. Will Veronica and Ashely's personal war never end?||||2016||||movie||||NOT RATED||||Comedy, Drama
Jackie||||Jackie is a portrait of one of the most important and tragic moments in American history, seen through the eyes of the iconic First Lady, then Jacqueline Kennedy. Jackie places us in her world during the days immediately following her husband's assassination. Known for her extraordinary dignity and poise, here we see a portrait of the First Lady as she fights to establish her husband's legacy and the world of "Camelot" that she created and loved so well.||||2016||||movie||||R||||Biography, Drama, History
1982 - A Love Marriage||||N/A||||2016||||movie||||N/A||||Comedy
Ant-Man and the Wasp||||In the aftermath of 'Captain America: Civil War,' Scott Lang grapples with the consequences of his choices as both a Super Hero and a father. As he struggles to re-balance his home life with his responsibilities as Ant-Man, he's confronted by Hope van Dyne and Dr. Hank Pym with an urgent new mission. Scott must once again put on the suit and learn to fight alongside The Wasp as the team works together to uncover secrets from their past.||||2018||||movie||||PG-13||||Action, Adventure, Sci-Fi
The Snowman||||Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.||||2017||||movie||||R||||Crime, Drama, Mystery
Duck Duck Goose||||Duck Duck Goose, the story of the most unlikely family ever. The film is directed by Christopher Jenkins (Home) from a screenplay by Christopher Jenkins and Rob Muir. After he's grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world in the funny and touching animated feature, Duck Duck Goose. Our free-wheeling hero, Peng, rejects the community of his tight-knit flock of geese in an attempt to live life on his own terms. But after he narrowly rescues two young ducklings, Chi and Chao, from an eccentric but deadly cat named Banzou, the two latch onto the Goose like a parent; and with a paralyzing winter on the horizon and the departure of both their flocks, Peng agrees to look after the ducklings out of fear his injury might be discovered by Banzou, and other predators who would prey on a goose who cannot fly. The makeshift trio embarks on a beautiful and dangerous journey through mountains and lakes, bamboo forests, marble caves and deep river valleys to reach their respective flocks. On the way, Peng must learn to care for the two ducklings despite his independent attitude, all the while evading the hungry and relentless Pallas Cat, who'll stop at nothing to claim the ducklings he feels entitled to. Peng's biggest challenge is learning to shed his selfish ways and become the responsible "parent" no one ever thought he could be, including himself.||||2018||||movie||||PG||||Animation, Adventure, Comedy, Family
Fifty Shades Freed||||Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.||||2018||||movie||||R||||Drama, Romance, Thriller
First They Killed My Father||||Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.||||2017||||movie||||TV-MA||||Biography, Drama, History
The Salesman||||Forced to leave their collapsing house, Ranaa and Emad, an Iranian couple who happen to be performers rehearsing for Arthur Miller's "Death of a Salesman" rent a new apartment from one of their fellow performers. Unaware of the fact that the previous tenant had been a woman of ill repute having many clients, they settle down. By a nasty turn of events one of the clients pays a visit to the apartment one night while Ranaa is alone at home taking a bath and the aftermath turns the peaceful life of the couple upside down.||||2016||||movie||||PG-13||||Drama, Thriller
Before I Fall||||What if you had only one day to change absolutely everything? Samantha Kingston has it all: the perfect friends, the perfect guy, and a seemingly perfect future. Then, everything changes. After one fateful night, Sam wakes up with no future at all. Trapped reliving the same day over and over she begins to question just how perfect her life really was. And as she begins to untangle the mystery of a life suddenly derailed, she must also unwind the secrets of the people closest to her, and discover the power of a single day to make a difference, not just in her own life, but in the lives of those around her - before she runs out of time for good.||||2017||||movie||||PG-13||||Drama, Fantasy, Mystery
Miss Sloane||||In the high-stakes world of political power-brokers, Elizabeth Sloane (Jessica Chastain) is the most sought after and formidable lobbyist in D.C. Known equally for her cunning and her track record of success, she has always done whatever is required to win. But when she takes on the most powerful opponent of her career, she finds that winning may come at too high a price.||||2016||||movie||||R||||Drama, Thriller
The Good Catholic||||Daniel loved his job as a small town priest more than anything. Then he met Jane. God help him.||||2017||||movie||||PG-13||||Comedy, Drama
Bushwick||||BUSHWICK tells the story of twenty-year- old Lucy (Snow) and war veteran Stupe (Bautista). Texas is trying to secede from the U.S., and NYC is being used as a negotiation tool. Lucy meets Stupe after coming up from the subway into the military invasion of Brooklyn. Together they decide to cross the treacherous five blocks of Bushwick - littered with looters, local militias, the invading forces, and one crazy cousin - in order to get home and be reunited with Lucy's grandmother.||||2017||||movie||||TV-MA||||Action, Adventure
The Wilde Wedding||||A retired film star's wedding to her fourth husband brings chaos when their families (and her ex-husband) show up for the festivities.||||2017||||movie||||R||||Comedy, Romance
Haseena Parkar||||This is the story of the slightly-less-notorious sister of a notorious gangster.||||2017||||movie||||N/A||||Biography, Crime, Thriller
A Special Lady||||A story of a woman who fights against the ruthless world of man's society, to protect her only son.||||2017||||movie||||N/A||||Action, Crime
Collateral Beauty||||When a successful New York advertising executive suffers a great tragedy, he retreats from life. While his concerned friends try desperately to reconnect with him, he seeks answers from the universe by writing letters to Love, Time and Death. But it's not until his notes bring unexpected personal responses that he begins to understand how these constants interlock in a life fully lived, and how even the deepest loss can reveal moments of meaning and beauty||||2016||||movie||||PG-13||||Drama, Romance
In the Last Days of the City||||Downtown Cairo, 2009. Khalid, a 35 year old filmmaker is struggling to make a film that captures the soul of his city while facing loss in his own life. With the help of his friends, who send him footage from their lives in Beirut, Baghdad and Berlin, he finds the strength to keep going through the difficulty and beauty of living IN THE LAST DAYS OF THE CITY.||||2016||||movie||||N/A||||Drama
Chupan Chupai||||N/A||||2016||||movie||||N/A||||Comedy
Keep Watching||||A family imprisoned by intruders is forced to play a terrifying game of "Kill, Or Be Killed". As the night unfolds, the game's mysterious rules become clear, and the family realizes their nightmare is being streamed live to riveted viewers all over the world, who are compelled to KEEP WATCHING...not knowing if what they're seeing is real, or staged.||||2017||||movie||||R||||Horror, Thriller
Mannar Vagaiyara||||N/A||||2018||||movie||||N/A||||Action, Comedy
Misbehavior||||Hyo-joo (Ha-neul Kim) is a temporary teacher at a boys' high school and Hae-yeong (In-yeong Yu) is a fellow teacher who is the school board chairman's daughter. One day, Hyo-joo witnesses Hae-young locked in a passionate embrace with a boy and she starts feeling an inexplicable sense of humiliation towards Hae-yeong.||||2016||||movie||||N/A||||Drama, Romance, Thriller
Lion||||In 1986, Saroo was a five-year-old child in India of a poor but happy rural family. On a trip with his brother, Saroo soon finds himself alone and trapped in a moving decommissioned passenger train that takes him to Calcutta, 1500 miles away from home. Now totally lost in an alien urban environment and too young to identify either himself or his home to the authorities, Saroo struggles to survive as a street child until he is sent to an orphanage. Soon, Saroo is selected to be adopted by the Brierley family in Tasmania, where he grows up in a loving, prosperous home. However, for all his material good fortune, Saroo finds himself plagued by his memories of his lost family in his adulthood and tries to search for them even as his guilt drives him to hide this quest from his adoptive parents and his girlfriend. Only when he has an epiphany does he realize not only the answers he needs, but also the steadfast love that he has always had with all his loved ones in both worlds.||||2016||||movie||||PG-13||||Biography, Drama
Split||||When three girls are kidnapped by a man with 23 different personalities, they have to work out which of those personalities will help them escape and which of those personalities will try to stop them.||||2016||||movie||||PG-13||||Horror, Thriller
Tanna||||Set on a remote Pacific island, covered in rain forest and dominated by an active volcano, this heartfelt story, enacted by the Yakel tribe, tells of a sister's loyalty, a forbidden love affair and the pact between the old ways and the new.||||2015||||movie||||NOT RATED||||Adventure, Drama, Romance
Aquaman||||Tempest Key, Florida. Arthur Curry aka A.C. is a happy go lucky 20-something dive shop owner who lives on a houseboat next to the coast guard base where his caring adoptive father Lieutenant Tom Curry works. His best friend is Eva, the pretty owner of the local beach bar. It's been exactly 10 years since the tragic unexplained plane crash in which Arthur's mother disappeared without a trace and only young traumatized Arthur was found alive. In the accident, Arthur discovered that he somehow has the ability to breathe underwater which he later turned to good use. However, he's still burdened by survivor's guilt and hopes he'll one day find out what really happened to his mother. After rescuing some dolphins that he suddenly felt the need to rescue from the local Neptune World marine park, Arthur is arrested by the sheriff. The day only gets more unnerving for Arthur when Eva semi-seriously threatens him with eviction and a strange intense man called McCaffery warns him about the challenges that he is about to face since the past is about to come calling. Meanwhile, coast guard Lt. Rachel Torres takes her jet plane to Mercy Reef where a sighting of a man lost at see has been reported. However, a strange beam bursts out of the ocean and downs her plane. Luckily, Arthur arrives to her rescue. Later, secretive Agent Brigman shows up at the base to question her about the incident. In the evening, Arthur meets an incredibly attractive girl called Nadia who shows interest in him and asks him if he wants to go skinny dipping with her. He feels somehow obligated to accept but just as they go in the water and start making out, Arthur is viciously attacked. He is about to learn his true origin and choose whether or not he wants to accept the huge responsibility he has both in the ocean and on the surface. This failed pilot was based on popular comic book of the same name.||||2006||||movie||||N/A||||Short, Action, Adventure
Venom||||When Eddie Brock acquires the powers of a symbiote, he will have to release his alter-ego "Venom" to save his life.||||2018||||movie||||N/A||||Action, Horror, Sci-Fi
The Foreigner||||The story of humble London businessman Quan (Chan), whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love - his teenage daughter - is taken from him in a senseless act of politically-motivated terrorism. In his relentless search for the identity of the terrorists, Quan is forced into a cat- and-mouse conflict with a British government official (Brosnan), whose own past may hold clues to the identities of the elusive killers.||||2017||||movie||||R||||Action, Crime, Drama
Blue World Order||||The film is set in a post-apocalyptic world in which civilisation has crumbled. A massive electromagnetic pulse has killed all children on the planet with the exception of Molly (Billie Rutherford), the daughter of Jake Slater (Jake Ryan).||||2017||||movie||||N/A||||Action, Adventure, Fantasy
Seashore||||During a weekend in the winter, two young men attempt to rekindle their friendship, witnessed by a cold raging sea. BEIRA-MAR is a film about memories. When the directors met in film school, they realized they had had a very similar upbringing, sharing the same fears and similar desires. They both grew up spending their summers on the very same beach, although they never actually met during that time. Consequently, they decided to build the two main characters based on each other's experiences of when they were 18 years-old. Their film became the amalgamation of these memories, from this important moment of their lives, and ultimately a celebration of such unique coincidence. BEIRA-MAR was selected as one of the six works-in-progress screenings at the prestigious Toulouse's Cine en Construccion.||||2015||||movie||||UNRATED||||Drama, Romance
Wakefield||||Howard has a loving wife (Garner), two daughters, a prestigious job as a Manhattan lawyer, and a comfortable home in the suburbs. But inwardly he's suffocating, and eventually he snaps and goes into hiding in his garage attic leaving his family to wonder what happened to him. He observes them from his window - an outsider spying in on his own life - as the days of exile stretch into months. Is it possible to go back to the way things were?||||2016||||movie||||R||||Drama
Billionaire Boys Club||||A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.||||2018||||movie||||R||||Biography, Drama, Thriller
First Time||||About Shiqiao, a girl who suffers from a neuromuscular disease but always dreamed of being a ballet dancer. She meets Gong, a boy who have a family problem because they are against his dream to become a rock band singer.||||2012||||movie||||N/A||||Drama, Romance
The Dark Tower||||The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black.||||2017||||movie||||PG-13||||Action, Adventure, Fantasy
Freak Show||||In the vein of CLUELESS and NAPOLEON DYNAMITE, FREAK SHOW tells the moving, heartwarming, and hilarious story of Billy Bloom, a boldly confident, wildly eccentric teenager, who faces intolerance and persecution at his ultra conservative high school, and decides to fight back on behalf of all the misunderstood freaks of the world by running for the title of homecoming queen.||||2017||||movie||||N/A||||Comedy, Drama
The Discovery||||Writer-director Charlie McDowell returns to Sundance this year with a thriller about a scientist (played by Robert Redford) who uncovers scientific proof that there is indeed an afterlife. His son is portrayed by Jason Segel, who's not too sure about his father's "discovery", and Rooney Mara plays a mystery woman who has her own reasons for wanting to find out more about the afterlife.||||2017||||movie||||TV-MA||||Drama, Mystery, Romance
Five Nights at Freddy's: The Interview||||Wilford Warfstache returns to uncover the truth behind the Five Nights at Freddy's phenomenon. But will he dig to deep?||||2015||||movie||||NOT RATED||||Short, Comedy, Horror
War Machine||||A general from the US is sent to Afghanistan to 'clean' the situation up after eight years of war in the country. He finds himself amongst tired soldiers and disillusioned politicians eager to leave. In this situation he feels his mission is to 'win' the war, something deemed impossible by everyone around him.||||2017||||movie||||TV-MA||||Comedy, Drama, War
John Wick: Chapter 2||||After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.||||2017||||movie||||R||||Action, Crime, Thriller
Father Figures||||Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.||||2017||||movie||||R||||Comedy
Joyful Journeys||||The film accurately captures the everyday manners of its ordinary folk set within the rich green coiffured canopy of tea covering Sri Lanka's hill country Nostalgically reaching out for a taste,once again,of the sweet intoxication of his former glory,Wilson decides to attend a state film festival showing a film he had acted in a long time ago.Accompanied by his 8 year old grandson,Wilson arrives too late to attend the opening ceremony,but in time to see himself on the silver screen once again.On his way to catch his bus,he is stricken fatally by a heart attack.With only a helpless child at hand,Wilson experiences the compassion of strangers and friends at his time of crisis.The film leaves behind a lasting impression of the need of humans to find value in themselves especially as the light of life begins to fade.||||2016||||movie||||N/A||||Drama
Motta Shiva Ketta Shiva||||Corruption escalates into conflagration in this story of policemen gone wild.||||2017||||movie||||N/A||||Action
Ulkuthu||||Ulkuthu is set in a small coastal town which is ruled by Kaka Mani (Sharath Lohitashwa) and his brother Saravanan (Dhilip Subbarayan), loansharks who deal in blood and blows when their debtors don't pay on time.||||2017||||movie||||N/A||||Thriller
Manifesto||||Cate Blanchett performs manifestos as a series of striking monologues.||||2015||||movie||||NOT RATED||||Drama
Baywatch||||In sun-kissed Emerald Bay, the vigorous Lieutenant Mitch Buchannon and Baywatch, his elite team of hand-picked and perfectly tanned lifeguards, protect the bay, keeping both sunbathers and beach lovers safe. However, this summer, two new eager trainees will join the demanding life-saving program, as well as an insubordinate former Olympic swimmer, who are all called to prove their worth on the lifeguard towers just on time when a new synthetic street drug begins to infest the Emerald Bay: the flakka. Without a doubt, this calls for some serious undercover teamwork action, as the badgeless heroes in spandex comb the beach for shady newcomers and nefarious entrepreneurs with hidden agendas of their own. Can Mitch's band save the bay?||||2017||||movie||||R||||Action, Comedy, Crime
Suburra||||In 2011, Ostia is the subject of a giant real estate project intended to make the harbor of Ancient Rome the Las Vegas of today. But the place soon becomes a battlefield where criminals and politicians either join forces cynically or fight each other ruthlessly. The infernal showdown will last seven days, claiming many lives.||||2015||||movie||||N/A||||Crime, Drama, Thriller
Little Men||||A new pair of best friends have their bond tested by their parents' battle over a dress shop lease.||||2016||||movie||||PG||||Drama
Parasol||||N/A||||2015||||movie||||N/A||||Comedy
The Space Between Us||||In this interplanetary adventure, a space shuttle embarks on the first mission to colonize Mars, only to discover after takeoff that one of the astronauts is pregnant. Shortly after landing, she dies from complications while giving birth to the first human born on the red planet - never revealing who the father is. Thus begins the extraordinary life of Gardner Elliot - an inquisitive, highly intelligent boy who reaches the age of 16 having only met 14 people in his very unconventional upbringing. While searching for clues about his father, and the home planet he's never known, Gardner begins an online friendship with a street smart girl in Colorado named Tulsa. When he finally gets a chance to go to Earth, he's eager to experience all of the wonders he could only read about on Mars - from the most simple to the extraordinary. But once his explorations begin, scientists discover that Gardner's organs can't withstand Earth's atmosphere. Eager to find his father, Gardner escapes the team of scientists and joins with Tulsa on a race against time to unravel the mysteries of how he came to be, and where he belongs in the universe.||||2017||||movie||||PG-13||||Adventure, Drama, Romance, Sci-Fi
Live by Night||||Boston, 1926. The '20s are roaring. Liquor is flowing, bullets are flying, and one man sets out to make his mark on the world. Prohibition has given rise to an endless network of underground distilleries, speakeasies, gangsters, and corrupt cops. Joe Coughlin, the youngest son of a prominent Boston police captain, has long since turned his back on his strict and proper upbringing. Now having graduated from a childhood of petty theft to a career in the pay of the city's most fearsome mobsters, Joe enjoys the spoils, thrills, and notoriety of being an outlaw. But life on the dark side carries a heavy price. In a time when ruthless men of ambition, armed with cash, illegal booze, and guns, battle for control, no one-neither family nor friend, enemy nor lover-can be trusted. Beyond money and power, even the threat of prison, one fate seems most likely for men like Joe: an early death. But until that day, he and his friends are determined to live life to the hilt. Joe embarks on a dizzying journey up the ladder of organized crime that takes him from the flash of Jazz Age Boston to the sensual shimmer of Tampa's Latin Quarter to the sizzling streets of Cuba. Live by Night is a riveting epic layered with a diverse cast of loyal friends and callous enemies, tough rumrunners and sultry femmes fatales, Bible-quoting evangelists and cruel Klansmen, all battling for survival and their piece of the American dream. At once a sweeping love story and a compelling saga of revenge, it is a spellbinding tour de force of betrayal and redemption, music and murder, that brings fully to life a bygone era when sin was cause for celebration and vice was a national virtue.||||2016||||movie||||R||||Action, Crime, Drama, Thriller
A United Kingdom||||In the late 1940s, Prince Seretse Khama of Bechuanaland is studying law in Britain in preparation for his eventual ascension to the throne. There, the dashing prince falls in love with a white British clerk, Ruth Williams, and they plan to marry. While they suspect that his uncle, the Regent, would disapprove, nothing prepares them for the diplomatic firestorm and domestic political tumult their defiant love would spark. Now facing a citizenry leery of a white Briton as their Queen, the international opposition is even more unyielding from the British holding their land as a protectorate and fearful of South Africa's racist backlash to this affront to their apartheid domination. Against all odds, King Khama and Ruth must struggle to maintain their love and help their people in a land that would become the Republic of Botswana.||||2016||||movie||||PG-13||||Biography, Drama, Romance
Another Mother's Son||||Based on the true story of Louisa Gould, the drama is set during World War II on the Nazi-occupied island of Jersey. Lou took in an escaped Russian POW and hid him over the war's course. The tension mounts as it becomes clear that Churchill will not risk an assault to recapture the British soil, and the island-community spirit begins to fray under pressures of hunger, occupation and divided loyalty. Against this backdrop, Lou fights to preserve her family's sense of humanity and to protect the Russian boy as if he was her own.||||2017||||movie||||N/A||||Biography, Drama, War
Blade Runner 2049||||Thirty years after the events of the first film, a new blade runner, LAPD Officer K (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former LAPD blade runner who has been missing for 30 years.||||2017||||movie||||R||||Drama, Mystery, Sci-Fi
True to the Game||||A charismatic drug lord tries to start a new life after he falls for a young woman from Philadelphia.||||2017||||movie||||R||||Drama
Here We Are||||Al and Jules, two science's students, organize a journey to Iceland to implement a large-scale magnetic theory. Al, blinded by his vanity, does not care about the danger that may represent such an experience. Jules is more reluctant, but his curiosity led him to follow his friend. The two colleagues could end up causing an unprecedented cataclysm.||||2014||||movie||||N/A||||Short, Sci-Fi
Submergence||||In a room with no windows on the eastern coast of Africa, an Englishman, James Moore, is held captive by jihadist fighters. Thousands of miles away in the Greenland Sea, Danielle Flinders prepares to dive in a submersible to the ocean floor. In their confines they are drawn back to the Christmas of the previous year, where a chance encounter on a beach in France led to an intense and enduring romance.||||2017||||movie||||N/A||||Drama, Romance, Thriller
The Man with the Iron Heart||||1942: The Third Reich is at its peak. The Czech resistance in London decides to plan the most ambitious military operation of WWII: Anthropoid. Two young recruits in their late twenties, Jozef Gabcik and Jan Kubis, are sent to Prague to assassinate the most ruthless Nazi leader - Reich-protector Reinhard Heydrich, Head of the SS, the Gestapo, and the architect of the "Final Solution".||||2017||||movie||||R||||Action, Biography, Thriller
Birth of the Dragon||||Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend.||||2016||||movie||||PG-13||||Action, Biography, Drama
Camp Death III: The Final Summer||||Satirizes the early 80's summer camp horror classics 'Friday the 13th' and 'Sleepaway Camp.'||||2015||||movie||||N/A||||Comedy, Horror
Love Beats Rhymes||||When struggling rapper Coco (Azealia Banks) enrolls in a poetry class, she thinks her rhymes will impress her teacher, Professor Dixon (Jill Scott). Instead, Dixon challenges Coco to seek ...||||2017||||movie||||R||||Drama, Musical
Baby Driver||||Baby is a young and partially hearing impaired getaway driver who can make any wild move while in motion with the right track playing. It's a critical talent he needs to survive his indentured servitude to the crime boss, Doc, who values his role in his meticulously planned robberies. However, just when Baby thinks he is finally free and clear to have his own life with his new girlfriend, Deborah, Doc coerces him back for another job. Now saddled with a crew of thugs too violently unstable to keep to Doc's plans, Baby finds himself and everything he cares for in terrible danger. To survive and escape the coming maelstrom, it will take all of Baby's skill, wits and daring, but even on the best track, can he make it when life is forcing him to face the music?||||2017||||movie||||R||||Action, Crime, Drama, Music, Thriller
Power Rangers||||High school outcasts stumble upon an old alien ship, where they acquire superpowers and are dubbed the Power Rangers. Learning that an old enemy of the previous generation has returned to exact vegenance, the group must harness their powers and use them to work together and save the world.||||2017||||movie||||PG-13||||Action, Adventure, Sci-Fi
The Zookeeper's Wife||||War brews over Warsaw in 1939, and while life is still running its course, the Germans are slowly beginning to make their presence felt, with Hitler secretly preparing for the German invasion of Poland. Under those circumstances, the young couple of Jan and Antonina Zabinski continue their daily routine as owners and keepers of the Warsaw Zoo, but soon, as German Luftwaffe's Stukas hammer the Polish capital, their life's work together with the city, will turn to ashes. However, with the zoo liquidated for the war effort and many of its animals tragically perished, what was once an animals' zoo, will now serve as a sanctuary where Antonina, the humanist veterinarian, and Jan can hide the persecuted Polish Jews in plain sight until safe houses are found. That was Jan and Antonina's formidable, yet perilous plan, who regardless of the consequences, refused to wither before the Nazi menace, took matters into their own hands and sheltered 300 Jews under the Germans' noses.||||2017||||movie||||PG-13||||Biography, Drama, History
Porki Huccha Venkat||||N/A||||2016||||movie||||N/A||||Action
Kong: Skull Island||||A washed up monster chaser convinces the U.S. Government to fund a trip to an unexplored island in the South Pacific. Under the guise of geological research, the team travels to "Skull Island". Upon arrival, the group discover that their mission may be complicated by the wildlife which inhabits the island. The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention.||||2017||||movie||||PG-13||||Action, Adventure, Fantasy
Fate/Stay Night: Heaven's Feel - I. Presage Flower||||Emiya Shirou is a young magus who attends Homurahara Academy in Fuyuki City. One day after cleaning the Archery Dojo in his school, he catches a glimpse of a fight between superhuman beings, and he gets involved in the Holy Grail War, a ritual where magi called Masters fight each other with their Servants to win the Holy Grail. Shirou joins the battle to stop an evildoer from winning the Grail and to save innocent people, but everything goes wrong when a mysterious "Shadow" begins to indiscriminately kill people in Fuyuki...||||2017||||movie||||N/A||||Animation, Action, Drama, Fantasy
Your Name.||||Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.||||2016||||movie||||PG||||Animation, Drama, Fantasy, Romance
How to Talk to Girls at Parties||||John Cameron Mitchell, director of the acclaimed films Hedwig and the Angry Inch and Shortbus takes us to an exotic and unusual world: suburban London in the late 70s. Under the spell of the Sex Pistols, every teenager in the country wants to be a punk, including our hopeless hero Enn. Hearing the local punk Queen Boadicea is throwing a party, Enn crashes the fun and discovers every horny boy's dream; gorgeous foreign exchange students. When he meets the enigmatic Zan, it's lust at first sight. But these girls have come a lot further than America. They are, in fact, aliens from another galaxy, sent to Earth to prepare for a mysterious rite of passage. When the dark secret behind the rite is revealed, our galaxy-crossed lover Enn must turn to Boadicea and her punk followers for help in order to save the alien he loves from certain death. The punks take on the aliens on the streets of London, and neither Enn nor Zan's universe will ever be the same again.||||2017||||movie||||R||||Comedy, Music, Romance
The History of Love||||The story of a long-lost book that mysteriously reappears and connects an old man searching for his son with a girl seeking a cure for her mother's loneliness.||||2016||||movie||||N/A||||Drama, Romance, War
Blazing Samurai||||A samurai hopes to make his dreams come true, but goes through trials to defeat enemies.||||2018||||movie||||N/A||||Animation, Action, Comedy
A Prominent Patient||||A period in the life of diplomat and politician Jan Masaryk, who was the son of Czechoslovakia's founder, served as the country's minister of foreign affairs and is believed by many to have been killed by the Communists in 1948.||||2016||||movie||||N/A||||Biography, Drama, History
Spider-Man: Homecoming||||Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark, Peter tries to fall back into his normal daily routine - distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man - but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened.||||2017||||movie||||PG-13||||Action, Adventure, Sci-Fi
Carry on Jatta 2||||'Carry On Jatta' is an Punjabi romantic comedy starring Gippy Grewal and Mahie Gill in the leading roles. It revolves around the confusing and comic events that arise after Jass lies to Mahie about his family in order to marry her.||||2018||||movie||||N/A||||Comedy
